title,episodes,score,num_votes,air_start,air_end,genres,producers,studios,status
Digimon Adventure,54.0,7.89,122515,1999-03-07,2000-03-26,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']","['Yomiko Advertising', 'Fuji TV']",['Toei Animation'],Finished Airing
Bokura wa Minna Kawaisou,12.0,7.89,90398,2014-04-04,2014-06-20,"['Slice of Life', 'Comedy', 'Romance', 'School']",['TBS'],"[""Brain's Base""]",Finished Airing
InuYasha,167.0,7.9,148134,2000-10-16,2004-09-13,"['Action', 'Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic', 'Romance', 'Shounen', 'Supernatural']",['Yomiuri Telecasting Corporation'],['Sunrise'],Finished Airing
Hidamari Sketch x 365,13.0,7.9,9913,2008-07-04,2008-09-26,"['Slice of Life', 'Comedy', 'School']","['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Shaft'],Finished Airing
Heartcatch Precure!,49.0,7.9,4458,2010-02-07,2011-01-30,"['Action', 'Slice of Life', 'Fantasy', 'Magic', 'Comedy', 'School', 'Shoujo']",[],['Toei Animation'],Finished Airing
Hanasakeru Seishounen,39.0,7.9,14614,2009-04-05,2010-02-14,"['Drama', 'Romance', 'Shoujo']",[],['Studio Pierrot'],Finished Airing
Hana yori Dango,51.0,7.9,12490,1996-09-08,1997-08-31,"['Drama', 'Romance', 'School', 'Shoujo']",[],['Toei Animation'],Finished Airing
Ginga Tetsudou 999,113.0,7.9,2375,1978-09-14,1981-04-09,"['Sci-Fi', 'Adventure', 'Space', 'Drama']",[],['Toei Animation'],Finished Airing
Pandora Hearts,25.0,7.91,101054,2009-04-03,2009-09-25,"['Adventure', 'Fantasy', 'Mystery', 'Shounen', 'Supernatural']","['Square Enix', 'TBS', 'flying DOG']",['Xebec'],Finished Airing
Pokemon XY&Z,47.0,7.91,6819,2015-10-29,2016-10-27,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",[],['OLM'],Finished Airing
Jinrui wa Suitai Shimashita,12.0,7.91,33223,2012-07-02,2012-09-17,"['Comedy', 'Fantasy', 'Seinen']","['Sotsu', 'Lantis', 'Pony Canyon', 'Movic', 'Marvelous AQL']",['AIC A.S.T.A.'],Finished Airing
Claymore,26.0,7.91,173711,2007-04-04,2007-09-26,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural']","['VAP', 'Avex Entertainment', 'Nippon Television Network Corporation']",['Madhouse'],Finished Airing
Charlotte,13.0,7.91,195578,2015-07-05,2015-09-27,"['Drama', 'School', 'Super Power']","['Aniplex', 'Mainichi Broadcasting System', 'Movic', ""Visual Art's"", 'ASCII Media Works', 'Tokyo MX', 'BS11']",['P.A. Works'],Finished Airing
Capeta,52.0,7.91,4851,2005-10-04,2006-09-26,"['Cars', 'Shounen', 'Sports']","['TV Tokyo', 'Sotsu', 'Marvelous Entertainment', 'Delfi Sound']",['Studio Comet'],Finished Airing
City Hunter '91,13.0,7.91,3087,1991-04-28,1991-10-10,"['Action', 'Comedy', 'Mystery', 'Shounen']",[],['Sunrise'],Finished Airing
Mobile Suit Gundam Seed,50.0,7.92,58458,2002-10-05,2003-09-27,"['Action', 'Romance', 'Mecha', 'Military', 'Sci-Fi', 'Space', 'Drama']","['Sotsu', 'Asatsu DK', 'Mainichi Broadcasting System', 'Sony Music Entertainment', 'Atelier Musa']",['Sunrise'],Finished Airing
Hayate no Gotoku!!,25.0,7.92,35476,2009-04-04,2009-09-19,"['Action', 'Harem', 'Comedy', 'Parody', 'Romance']","['TV Tokyo', 'Geneon Universal Entertainment', 'Shogakukan Productions', 'Shogakukan Music &amp; Digital Entertainment']",['J.C.Staff'],Finished Airing
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,11.0,7.92,31021,2016-07-14,2016-09-22,"['Action', 'Mystery', 'Horror', 'Psychological']",[],['Lerche'],Finished Airing
Golden Time,24.0,7.92,154173,2013-10-04,2014-03-28,"['Comedy', 'Romance', 'Seinen']","['Genco', 'Starchild Records']",['J.C.Staff'],Finished Airing
Ao no Exorcist,25.0,7.92,376628,2011-04-17,2011-10-02,"['Action', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']","['Aniplex', 'Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sakura Create', 'Shueisha']",['A-1 Pictures'],Finished Airing
91 Days,12.0,7.92,60877,2016-07-09,2016-10-01,"['Action', 'Historical', 'Drama']","['Shochiku', 'Mainichi Broadcasting System', 'Shochiku Music Publishing']",['Shuka'],Finished Airing
Wolf's Rain,26.0,7.93,80256,2003-01-07,2003-07-29,"['Action', 'Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Fantasy']","['Bandai Visual', 'Asatsu DK', 'Fuji TV']",['Bones'],Finished Airing
Slayers Try,26.0,7.93,19542,1997-04-04,1997-09-26,"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic', 'Shounen']","['SoftX', 'E&amp;G Films']",['J.C.Staff'],Finished Airing
Saraiya Goyou,12.0,7.93,15068,2010-04-16,2010-07-02,"['Historical', 'Samurai', 'Seinen']","['Dentsu', 'Media Factory', 'Movic', 'Fuji TV', 'Shogakukan']",['Manglobe'],Finished Airing
Paradise Kiss,12.0,7.93,46161,2005-10-14,2005-12-30,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Josei']","['Aniplex', 'Fuji TV']",['Madhouse'],Finished Airing
Last Exile,26.0,7.93,48240,2003-04-08,2003-09-30,"['Action', 'Adventure', 'Sci-Fi']","['GDH', 'Victor Entertainment', 'TV Tokyo Music']",['Gonzo'],Finished Airing
Lupin III: Part II,155.0,7.93,3785,1977-10-03,1980-10-06,"['Action', 'Adventure', 'Comedy', 'Shounen']","['VAP', 'Animax', 'Studio Jack']",['Tokyo Movie Shinsha'],Finished Airing
Keroro Gunsou,358.0,7.93,8711,2004-04-03,2011-04-04,"['Comedy', 'Sci-Fi', 'Shounen']","['TV Tokyo', 'Nihon Ad Systems', 'Rakuonsha']",['Sunrise'],Finished Airing
Free!: Eternal Summer,13.0,7.93,84586,2014-07-03,2014-09-25,"['Comedy', 'School', 'Slice of Life', 'Sports']","['Lantis', 'Animation Do', 'Iwatobi High School Swimming Club', 'Asahi Broadcasting Corporation']",['Kyoto Animation'],Finished Airing
Akagami no Shirayuki-hime,12.0,7.93,80074,2015-07-07,2015-09-22,"['Drama', 'Fantasy', 'Romance', 'Shoujo']","['Hakusensha', 'Warner Bros.', 'KlockWorx', 'Showgate']",['Bones'],Finished Airing
Yuru Yuri♪♪,12.0,7.94,50543,2012-07-03,2012-09-18,"['Comedy', 'School', 'Shoujo Ai', 'Slice of Life']","['Sotsu', 'Pony Canyon', 'DAX Production']",['Doga Kobo'],Finished Airing
Sidonia no Kishi: Daikyuu Wakusei Seneki,12.0,7.94,31490,2015-04-11,2015-06-27,"['Action', 'Mecha', 'Sci-Fi', 'Seinen', 'Space']","['Starchild Records', 'Mainichi Broadcasting System', 'Studio Mausu']",['Polygon Pictures'],Finished Airing
Nejimaki Seirei Senki: Tenkyou no Alderamin,13.0,7.94,44671,2016-07-09,2016-10-01,"['Action', 'Military', 'Adventure', 'Fantasy']","['Imagin', 'Magic Capsule', 'Warner Bros.', 'KlockWorx', 'ASCII Media Works', 'BS Fuji']",['Madhouse'],Finished Airing
Naruto: Shippuuden,,7.94,352827,2007-02-15,,"['Action', 'Comedy', 'Super Power', 'Martial Arts', 'Shounen']","['TV Tokyo', 'Aniplex', 'KSS', 'Rakuonsha', 'TV Tokyo Music', 'Shueisha']",['Studio Pierrot'],Currently Airing
Kyousou Giga (TV),10.0,7.94,24205,2013-10-10,2013-12-19,"['Action', 'Fantasy', 'Supernatural']",[],['Toei Animation'],Finished Airing
Kami nomi zo Shiru Sekai,12.0,7.94,169486,2010-10-07,2010-12-23,"['Comedy', 'Harem', 'Romance', 'Shounen', 'Supernatural']","['TV Tokyo', 'Geneon Universal Entertainment']",['Manglobe'],Finished Airing
Yuusha-Ou GaoGaiGar,49.0,7.95,3091,1997-02-01,1998-01-31,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",['Victor Entertainment'],['Sunrise'],Finished Airing
Tasogare Otome x Amnesia,12.0,7.95,90016,2012-04-09,2012-06-25,"['Horror', 'Mystery', 'Romance', 'School', 'Shounen', 'Supernatural']","['Square Enix', 'Media Factory', 'Tasogare Otome×Amnesia Production Partners']",['Silver Link.'],Finished Airing
Seto no Hanayome,26.0,7.95,77786,2007-04-02,2007-10-01,"['Comedy', 'Parody', 'Romance', 'School']","['TV Tokyo', 'AIC', 'Square Enix', 'Sotsu']",['Gonzo'],Finished Airing
Plastic Memories,13.0,7.95,112837,2015-04-05,2015-06-28,"['Sci-Fi', 'Drama', 'Romance']","['Aniplex', 'MAGES.']",['Doga Kobo'],Finished Airing
Tanoshii Muumin Ikka,78.0,7.95,4204,1990-04-12,1991-10-03,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Slice of Life']","['TV Tokyo', 'Starchild Records']",['Telescreen BV'],Finished Airing
Magic Kaito 1412,24.0,7.95,18690,2014-10-04,2015-03-28,"['Adventure', 'Comedy', 'Romance', 'Shounen']","['Aniplex', 'Yomiuri Telecasting Corporation', 'DAX Production']",['A-1 Pictures'],Finished Airing
Jormungand,12.0,7.95,67314,2012-04-11,2012-06-27,"['Action', 'Adventure', 'Seinen']","['Geneon Universal Entertainment', 'Shogakukan Productions', 'Jormungand Production Partners']",['White Fox'],Finished Airing
Dragon Ball Kai,97.0,7.95,67726,2009-04-05,2011-03-27,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",[],['Toei Animation'],Finished Airing
Tentai Senshi Sunred,26.0,7.96,4131,2008-10-03,2009-03-28,"['Comedy', 'Parody', 'Seinen', 'Super Power']",['flying DOG'],['AIC A.S.T.A.'],Finished Airing
Musekinin Kanchou Tylor,26.0,7.96,8065,1993-01-25,1993-07-19,"['Comedy', 'Military', 'Parody', 'Sci-Fi', 'Space']",['d-rights'],['Tatsunoko Production'],Finished Airing
Mobile Suit Gundam: Iron-Blooded Orphans,25.0,7.96,29624,2015-10-04,2016-03-27,"['Action', 'Sci-Fi', 'Space', 'Drama', 'Mecha']","['Sotsu', 'Asatsu DK', 'Mainichi Broadcasting System']",['Sunrise'],Finished Airing
Maria-sama ga Miteru 4th,13.0,7.96,5639,2009-01-03,2009-03-28,"['School', 'Shoujo', 'Shoujo Ai', 'Slice of Life']",[],['Studio Deen'],Finished Airing
Kindaichi Shounen no Jikenbo (TV),148.0,7.96,1637,1997-04-07,2000-09-11,"['Mystery', 'Shounen']","['Dentsu', 'Yomiuri Telecasting Corporation']",['Toei Animation'],Finished Airing
Gungrave,26.0,7.96,41129,2003-10-07,2004-03-30,"['Action', 'Drama', 'Sci-Fi', 'Seinen', 'Super Power']",['Tohokushinsha Film Corporation'],['Madhouse'],Finished Airing
Shin Mazinger Shougeki! Z-hen,26.0,7.96,2526,2009-04-04,2009-09-26,"['Action', 'Super Power', 'Mecha', 'Shounen']","['Lantis', 'Dynamic Planning']","['Bee Media', 'Code']",Finished Airing
Ghost Hunt,25.0,7.96,60381,2006-10-04,2007-03-28,"['Comedy', 'Horror', 'Mystery', 'Shoujo', 'Supernatural']","['TV Tokyo', 'Avex Entertainment', 'Marvelous Entertainment', 'Delfi Sound']",['J.C.Staff'],Finished Airing
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",12.0,7.96,98582,2016-01-09,2016-03-26,"['Action', 'Military', 'Adventure', 'Fantasy']","['Genco', 'Warner Bros.', 'KlockWorx', 'Showgate', 'Bandai Namco Games']",['A-1 Pictures'],Finished Airing
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",12.0,7.96,145143,2015-07-04,2015-09-19,"['Action', 'Military', 'Adventure', 'Fantasy']","['Genco', 'Magic Capsule', 'Warner Bros.', 'KlockWorx', 'Showgate', 'Bandai Namco Games']",['A-1 Pictures'],Finished Airing
Baby Steps,25.0,7.96,32834,2014-04-06,2014-09-21,"['Romance', 'School', 'Shounen', 'Sports']",['NHK'],['Studio Pierrot'],Finished Airing
White Album 2,13.0,7.97,45323,2013-10-06,2013-12-29,"['Drama', 'Music', 'Romance', 'Slice of Life']",['Starchild Records'],['Satelight'],Finished Airing
Kyou kara Maou! 3rd Series,39.0,7.97,7971,2008-04-03,2009-02-19,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shoujo']",[],['Studio Deen'],Finished Airing
Seikai no Senki II,10.0,7.97,7725,2001-07-11,2001-09-26,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']","['Bandai Visual', 'WOWOW', 'BeSTACK']",['Sunrise'],Finished Airing
Baka to Test to Shoukanjuu Ni!,13.0,7.97,116461,2011-07-08,2011-09-30,"['Comedy', 'Super Power', 'Romance', 'School']","['Lantis', 'Media Factory', 'Enterbrain', 'Cospa', 'Kadokawa Contents Gate', 'TV Tokyo Music', 'PRA', 'T.O Entertainment', 'Hakuhodo DY Media Partners']",['Silver Link.'],Finished Airing
Jungle wa Itsumo Hare nochi Guu,26.0,7.97,9741,2001-04-03,2001-09-25,"['Slice of Life', 'Comedy', 'School']","['Bandai Visual', 'Sotsu']",['Shin-Ei Animation'],Finished Airing
Working'!!,13.0,7.98,73899,2011-10-01,2011-12-24,"['Comedy', 'Slice of Life']","['Aniplex', 'Yomiuri Telecasting Corporation', 'Rakuonsha']",['A-1 Pictures'],Finished Airing
Shiki,22.0,7.98,120771,2010-07-09,2010-12-31,"['Mystery', 'Supernatural', 'Thriller', 'Vampire']","['Aniplex', 'Dentsu', 'Fuji TV', 'DAX Production', 'Shueisha']",['Daume'],Finished Airing
Seihou Bukyou Outlaw Star,24.0,7.98,38767,1998-01-09,1998-06-26,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Comedy']","['Sotsu', 'Victor Entertainment']",['Sunrise'],Finished Airing
Kuzu no Honkai,12.0,7.98,8652,2017-01-13,2017-03-31,"['Drama', 'Romance', 'School', 'Seinen']","['Aniplex', 'Dentsu', 'Square Enix', 'Fuji TV', 'Kyoraku Industrial Holdings', 'Kansai Telecasting Corporation']",['Lerche'],Currently Airing
Lupin III (2015),24.0,7.98,4303,2015-10-02,2016-03-18,"['Action', 'Adventure', 'Comedy', 'Shounen']",[],"['TMS Entertainment', 'Telecom Animation Film']",Finished Airing
Gundam Build Fighters,25.0,7.98,15844,2013-10-07,2014-03-31,"['Action', 'Sci-Fi', 'Mecha']","['TV Tokyo', 'Sotsu']",['Sunrise'],Finished Airing
Serial Experiments Lain,13.0,7.99,93823,1998-07-06,1998-09-28,"['Dementia', 'Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']","['TV Tokyo', 'Geneon Universal Entertainment', 'Genco', 'Pioneer LDC', 'TV Tokyo Music', 'Fuji Pacific Music Publishing']",['Triangle Staff'],Finished Airing
Hokuto no Ken,109.0,7.99,13695,1984-10-04,1987-03-05,"['Action', 'Sci-Fi', 'Drama', 'Martial Arts', 'Shounen']",[],['Toei Animation'],Finished Airing
Hidamari Sketch x Honeycomb,12.0,7.99,5667,2012-10-05,2012-12-21,"['Slice of Life', 'Comedy', 'School']","['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha', 'Grooove']",['Shaft'],Finished Airing
D.Gray-man Hallow,13.0,7.99,24618,2016-07-05,2016-09-27,"['Action', 'Super Power', 'Demons', 'Shounen']","['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha']",['TMS Entertainment'],Finished Airing
Bishoujo Senshi Sailor Moon: Sailor Stars,34.0,7.99,29190,1996-03-09,1997-02-08,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",['TV Asahi'],['Toei Animation'],Finished Airing
Les Misérables: Shoujo Cosette,52.0,7.99,2422,2007-01-07,2007-12-30,"['Drama', 'Historical', 'Shoujo', 'Slice of Life']",[],['Nippon Animation'],Finished Airing
Hidamari Sketch x ☆☆☆,12.0,8.0,7865,2010-01-08,2010-03-26,"['Slice of Life', 'Comedy', 'School']","['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Shaft'],Finished Airing
Dragon Ball Kai (2014),61.0,8.0,20433,2014-04-06,2015-06-28,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",[],['Toei Animation'],Finished Airing
City Hunter,51.0,8.0,7877,1987-04-06,1988-03-28,"['Action', 'Comedy', 'Mystery', 'Shounen']",['Aniplex'],['Sunrise'],Finished Airing
Zan Sayonara Zetsubou Sensei,13.0,8.01,23706,2009-07-05,2009-09-27,"['Parody', 'Comedy', 'School']",[],['Shaft'],Finished Airing
Kokoro Connect,13.0,8.01,159340,2012-07-08,2012-09-30,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'School']","['Starchild Records', 'Enterbrain']",['Silver Link.'],Finished Airing
Gochuumon wa Usagi Desu ka??,12.0,8.01,18129,2015-10-10,2015-12-26,"['Slice of Life', 'Comedy']",['Showgate'],"['Kinema Citrus', 'White Fox']",Finished Airing
Zoku Sayonara Zetsubou Sensei,13.0,8.02,37410,2008-01-06,2008-03-30,"['Comedy', 'Parody', 'School']",['Starchild Records'],['Shaft'],Finished Airing
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,26.0,8.02,22690,2005-10-05,2006-03-29,"['Game', 'Psychological', 'Thriller', 'Seinen']","['VAP', 'Nippon Television Network Corporation']",['Madhouse'],Finished Airing
Shirokuma Cafe,50.0,8.02,8483,2012-04-05,2013-03-28,"['Slice of Life', 'Comedy', 'Josei']","['TV Tokyo', 'Avex Entertainment']",['Studio Pierrot'],Finished Airing
Sayonara Zetsubou Sensei,12.0,8.02,77672,2007-07-08,2007-09-23,"['Comedy', 'Parody', 'School']","['Starchild Records', 'Omnibus Japan']",['Shaft'],Finished Airing
Sakigake!! Cromartie Koukou,26.0,8.02,29539,2003-10-03,2004-03-26,"['Comedy', 'School', 'Shounen']",['TV Tokyo Music'],['Production I.G'],Finished Airing
Prison School,12.0,8.02,134853,2015-07-11,2015-09-26,"['Comedy', 'Ecchi', 'Romance', 'School', 'Seinen']","['Genco', 'Kodansha', 'Movic', 'Warner Bros.', 'KlockWorx', 'Showgate']",['J.C.Staff'],Finished Airing
Mobile Suit Zeta Gundam,50.0,8.02,15066,1985-03-02,1986-02-22,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']","['Sotsu', 'Nagoya TV Housou']",['Sunrise'],Finished Airing
Macross F,25.0,8.02,47273,2008-04-04,2008-09-26,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']","['Bandai Visual', 'Mainichi Broadcasting System', 'Big West']",['Satelight'],Finished Airing
Ergo Proxy,23.0,8.02,113212,2006-02-25,2006-08-12,"['Sci-Fi', 'Mystery', 'Psychological']","['Geneon Universal Entertainment', 'WOWOW', 'Sakura Create']",['Manglobe'],Finished Airing
Akachan to Boku,35.0,8.02,3414,1996-07-11,1997-03-26,"['Comedy', 'Drama', 'Shoujo']","['Youmex', 'Yomiuri Advertising']",['Studio Pierrot'],Finished Airing
Takarajima,26.0,8.03,2273,1978-10-08,1979-04-01,"['Adventure', 'Mystery', 'Historical', 'Drama']",['Tokyo Movie Shinsha'],"['Madhouse', 'TMS Entertainment']",Finished Airing
Non Non Biyori,12.0,8.04,62541,2013-10-08,2013-12-24,"['Comedy', 'School', 'Seinen', 'Slice of Life']","['TV Tokyo', 'Lantis', 'Media Factory', 'Kadokawa Shoten', 'AT-X', 'Sony Music Communications']",['Silver Link.'],Finished Airing
Kaleido Star,51.0,8.04,19888,2003-04-03,2004-03-27,"['Comedy', 'Drama', 'Fantasy', 'Shoujo']","['TV Tokyo', 'Hal Film Maker', 'G&amp;G Entertainment', 'HoriPro', 'MediaNet']","['Gonzo', 'Production I.G']",Finished Airing
Saint Seiya,114.0,8.03,39336,1986-10-11,1989-04-01,"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",[],['Toei Animation'],Finished Airing
Ie Naki Ko Remi,23.0,8.04,3348,1996-09-01,1997-03-23,"['Adventure', 'Slice of Life', 'Historical', 'Drama']",['Fuji TV'],['Nippon Animation'],Finished Airing
Hibike! Euphonium,13.0,8.04,68419,2015-04-08,2015-07-01,"['Music', 'Drama', 'School']","['Lantis', 'Pony Canyon', 'Rakuonsha']",['Kyoto Animation'],Finished Airing
Beelzebub,60.0,8.04,103669,2011-01-09,2012-03-25,"['Action', 'Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']","['Studio Pierrot', 'Dentsu', 'Yomiuri Telecasting Corporation', 'Shueisha']",['Pierrot Plus'],Finished Airing
3-gatsu no Lion,22.0,8.04,13392,2016-10-08,,"['Drama', 'Game', 'Seinen', 'Slice of Life']","['Aniplex', 'Dentsu', 'NHK', 'Hakusensha', 'Asmik Ace Entertainment', ""Toy's Factory""]",['Shaft'],Currently Airing
Yakitate!! Japan,69.0,8.05,23391,2004-10-12,2006-03-14,"['Comedy', 'Shounen']","['TV Tokyo', 'Aniplex', 'd-rights', 'Tohokushinsha Film Corporation', 'Atelier Musa']",['Sunrise'],Finished Airing
Suzumiya Haruhi no Yuuutsu,14.0,8.05,258662,2006-04-03,2006-07-03,"['Comedy', 'Mystery', 'Parody', 'School', 'Sci-Fi', 'Slice of Life']","['Lantis', 'Kadokawa Shoten', 'Kadokawa Pictures Japan', 'KlockWorx']",['Kyoto Animation'],Finished Airing
Mirai Nikki (TV),26.0,8.05,428659,2011-10-09,2012-04-15,"['Action', 'Psychological', 'Supernatural', 'Thriller', 'Mystery', 'Shounen']","['Lantis', 'Kadokawa Shoten', 'Rakuonsha', 'Kadokawa Pictures Japan', 'KlockWorx', 'chara-ani.com', '12 Diary Holders', 'Dwango', 'Sakura Create']",['Asread'],Finished Airing
Kono Subarashii Sekai ni Shukufuku wo!,10.0,8.05,164966,2016-01-14,2016-03-17,"['Adventure', 'Comedy', 'Supernatural', 'Fantasy']","['Half H.P Studio', 'Nippon Columbia', 'KlockWorx', 'Sony Music Communications', 'Toranoana', '81 Produce', 'Kadokawa Media House']",['Studio Deen'],Finished Airing
Tokyo Ghoul,12.0,8.06,424410,2014-07-04,2014-09-19,"['Action', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Seinen']","['Marvelous AQL', 'TC Entertainment']",['Studio Pierrot'],Finished Airing
Terra e... (TV),24.0,8.06,12603,2007-04-07,2007-09-22,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']","['Aniplex', 'Mainichi Broadcasting System', 'SKY Perfect Well Think']","['Tokyo Kids', 'Minami Machi Bugyousho']",Finished Airing
School Rumble,26.0,8.06,89445,2004-10-05,2005-03-29,"['Comedy', 'Romance', 'School', 'Shounen']","['TV Tokyo', 'Sotsu', 'Marvelous Entertainment', 'Starchild Records', 'Media Factory', 'DAX Production', 'Studio Jack']",['Studio Comet'],Finished Airing
Saiunkoku Monogatari,39.0,8.06,20644,2006-04-08,2007-02-24,"['Adventure', 'Fantasy', 'Comedy', 'Romance', 'Historical', 'Drama']","['NHK', 'Sogo Vision']",['Madhouse'],Finished Airing
Nekomonogatari: Kuro,4.0,8.06,112158,2012-12-31,,"['Comedy', 'Supernatural', 'Romance']","['Aniplex', 'Kodansha']",['Shaft'],Finished Airing
Macross,36.0,8.06,17999,1982-10-03,1983-06-26,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']",['Studio Nue'],"['Artland', 'Tatsunoko Production']",Finished Airing
Love Live! School Idol Project 2nd Season,13.0,8.06,54805,2014-04-06,2014-06-29,"['Music', 'School', 'Slice of Life']","['Bandai Visual', 'Lantis', 'Bushiroad']",['Sunrise'],Finished Airing
Kuroshitsuji,24.0,8.06,238792,2008-10-03,2009-03-27,"['Action', 'Comedy', 'Demons', 'Fantasy', 'Historical', 'Shounen', 'Supernatural']","['Aniplex', 'Square Enix', 'Yomiko Advertising', 'Mainichi Broadcasting System', 'Movic', 'Trinity Sound']",['A-1 Pictures'],Finished Airing
Full Metal Panic! The Second Raid,13.0,8.06,96396,2005-07-14,2005-10-20,"['Action', 'Mecha', 'Military']","['Kadokawa Shoten', 'Happinet Pictures']",['Kyoto Animation'],Finished Airing
Azumanga Daioh,26.0,8.06,87279,2002-04-09,2002-10-01,"['Slice of Life', 'Comedy', 'School']","['Genco', 'Lantis', 'Imagica', 'TV Tokyo Music', 'Cosmic Ray']",['J.C.Staff'],Finished Airing
Yume-iro Pâtissière,50.0,8.07,18119,2009-10-04,2010-09-26,"['Kids', 'School', 'Shoujo']","['Yomiuri Telecasting Corporation', 'DAX Production', 'Shueisha']","['Studio Pierrot', 'Studio Hibari']",Finished Airing
Tentai Senshi Sunred 2nd Season,26.0,8.07,2201,2009-10-03,2010-03-27,"['Comedy', 'Parody', 'Seinen', 'Super Power']",['flying DOG'],['AIC A.S.T.A.'],Finished Airing
Mawaru Penguindrum,24.0,8.07,63161,2011-07-08,2011-12-23,"['Mystery', 'Comedy', 'Psychological', 'Drama']","['Starchild Records', 'Mainichi Broadcasting System']","[""Brain's Base""]",Finished Airing
